insertId	labels.container_name	labels.instanceId	'labels."run.googleapis.com/execution_name"	'labels."run.googleapis.com/task_attempt"	'labels."run.googleapis.com/task_index"	logName	receiveLocation	receiveTimestamp	resource.labels.job_name	resource.labels.location	resource.labels.project_id	resource.type	severity	textPayload	timestamp
6a576e08000590df678c8f10		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'      â†’ gs://cognito-gcs/Cognito_new/reports/Retatrutide/IP/PTE Analysis.pdf	'2026-07-15T11:24:56.364767Z
6a576e08000590dc180c69bb		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		    Retatrutide                     PTE Analysis	'2026-07-15T11:24:56.364764Z
6a576e08000590d9283a41c6		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'      â†’ gs://cognito-gcs/Cognito_new/reports/Retatrutide/IP/Global Launch Sequencing & Arbitrage.pdf	'2026-07-15T11:24:56.364761Z
6a576e08000590cf618c6bef		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		    Retatrutide                     Secondary Market LOE	'2026-07-15T11:24:56.364751Z
6a576e08000590ccfb99e3c2		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'      â†’ gs://cognito-gcs/Cognito_new/reports/Retatrutide/IP/Patent Thicket and Circumvention Feasibility.pdf	'2026-07-15T11:24:56.364748Z
6a576e08000590c8050c56f1		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		    Retatrutide                     Patent Thicket	'2026-07-15T11:24:56.364744Z
6a576e08000590c5b9ffc03f		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'      â†’ gs://cognito-gcs/Cognito_new/reports/Retatrutide/IP/Patent Strength and Invalidity Opportunity.pdf	'2026-07-15T11:24:56.364741Z
6a576e08000590c2a65f87c1		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		    Retatrutide                     Patent Strength	'2026-07-15T11:24:56.364738Z
6a576e08000590be7002a72c		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'      â†’ gs://cognito-gcs/Cognito_new/reports/Retatrutide/IP/Primary Market Entry Horizon.pdf	'2026-07-15T11:24:56.364734Z
6a576e08000590b9d87987c3		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		    Retatrutide                     LOE Primary Market	'2026-07-15T11:24:56.364729Z
6a576e08000590b5a9a651d4		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  â”€â”€ Uploaded Files â”€â”€	'2026-07-15T11:24:56.364725Z
6a576e08000590b1f536e641		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  Failed      : 0 file(s)	'2026-07-15T11:24:56.364721Z
6a576e08000590ad1dfd2767		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  Uploaded    : 7 file(s)	'2026-07-15T11:24:56.364717Z
6a576e08000590aabfb4fda5		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  Duration    : 243.7s	'2026-07-15T11:24:56.364714Z
6a576e08000590a6770e227f		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'======================================================================	'2026-07-15T11:24:56.364710Z
6a576e08000590a21a2ac30c		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  REPORT GENERATION COMPLETE	'2026-07-15T11:24:56.364706Z
6a576e080005909d861f38d1		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'======================================================================	'2026-07-15T11:24:56.364701Z
6a576e0800059097da8afbc4		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'    âœ“ Retatrutide â†’ gs://cognito-gcs/Cognito_new/reports/Retatrutide/IP/Forecast_Report.pdf	'2026-07-15T11:24:56.364695Z
6a576e080005908b3cad9b50		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:56.697625328Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		'    ðŸ“¦ archive copy â†’ gs://cognito-gcs/Cognito_new/reports/Retatrutide/IP/archive/20260715-112456_Forecast_Report.pdf	'2026-07-15T11:24:56.364683Z
6a576e060005aa4ab4d39526		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:54.699961806Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  [Retatrutide] âœ… Saved: /app/Pipeline/reports/7_forecast_report/Retatrutide_Forecast_Report.pdf	'2026-07-15T11:24:54.371274Z
6a576e0600057ca7b8ddcf4d		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:54.365543720Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  [Retatrutide] Building PDF...	'2026-07-15T11:24:54.359591Z
6a576e0600057c95e387280f		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:54.365543720Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  [Retatrutide] Report text: 4500 chars	'2026-07-15T11:24:54.359573Z
6a576df20007b7d90efb06d0		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:34.652962863Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  [Retatrutide] Generating report text...	'2026-07-15T11:24:34.505817Z
6a576df20007b7d0c8ca1009		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:34.652962863Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  [Retatrutide] Data summary: 22181 chars	'2026-07-15T11:24:34.505808Z
6a576df2000789703bd1d739		002f8ffd47f153190d436a65b40b01916c2a35394cabf8906053cb95fa02bb18839fa5608fa185f46150c3e6b3ca928099f8de561af8243717b1551a5cf26a1111565076dc470b3e2ac656d110b3d637a8b5f62ef548db3bc072a62f	'ip-dim-scoring-job-srjwc	0	4	'projects/cognito-prod-394707/logs/run.googleapis.com%2Fstdout		'2026-07-15T11:24:34.652962863Z	'ip-dim-scoring-job	'us-central1	'cognito-prod-394707	cloud_run_job		  [Retatrutide] Master_LOE: 203 rows	'2026-07-15T11:24:34.493936Z
